wpcf-a570,wpcf-a195,wpcf-a572,post_type,lng,id,post_author,wpcf-a175,wpcf-a174,wpcf-a177,wpcf-a176,ibge,wpcf-a173,wpcf-a172,post_status,wpcf-a179,wpcf-a178,wpcf-a188,wpcf-a180,wpcf-a181,wpcf-a182,wpcf-a183,wpcf-a184,wpcf-a185,wpcf-a186,wpcf-a187,lat,wpcf-a569,comment_status,wpcf-a167,wpcf-a164,post_title,wpcf-a489,wpcf-a168,wpcf-a169
Atalaia do Norte,Não,15545,municipio,-70.1879892845226,,130020,Sim,Sim,Sim,Não,130020,Sim,Sim,publish,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Sim,Sim,Não,-4.36615748971603,AM,open,Sim,Integrado ao sistema estadual de ensino,Atalaia do Norte - AM,Sim,Sim,Não
Autazes,Não,32733,municipio,-59.1335670918168,,130030,Não aplicável,Não aplicável,Não aplicável,Não aplicável,130030,Não aplicável,Não,publish,Não aplicável,Não aplicável,Sim,Não aplicável,Não aplicável,Não aplicável,Sim,Sim,Sim,Não,Sim,-3.57866364177127,AM,open,Não,Próprio,Autazes - AM,Sim,Não,Não
Barcelos,Não,25835,municipio,-62.9256696581026,,130040,Não aplicável,Não aplicável,Não aplicável,Não aplicável,130040,Não aplicável,Não,publish,Não aplicável,Não aplicável,Não,Não aplicável,Não aplicável,Não aplicável,Sim,Não,Sim,Não,Não,-0.972801052532191,AM,open,Não,Integrado ao sistema estadual de ensino,Barcelos - AM,Não,Sim,Não
Barreirinha,Sim,27722,municipio,-57.0677504898938,,130050,Não,Sim,Não,Não,130050,Sim,Sim,publish,Não,Não,Sim,Não,Não,Não,Sim,Sim,Sim,Sim,Não,-2.7981498369298,AM,open,Não,Próprio,Barreirinha - AM,Não,Não,Não
Benjamin Constant,Não,34194,municipio,-70.0273484332765,,130060,Não aplicável,Não aplicável,Não aplicável,Não aplicável,130060,Não aplicável,Não,publish,Não aplicável,Não aplicável,Sim,Não aplicável,Não aplicável,Não aplicável,Sim,Sim,Sim,Não,Sim,-4.37498901860391,AM,open,Sim,Próprio,Benjamin Constant - AM,Sim,Sim,Sim
Beruri,Não,15828,municipio,-61.3715708916659,,130063,Não aplicável,Não aplicável,Não aplicável,Não aplicável,130063,Não aplicável,Não,publish,Não aplicável,Não aplicável,Sim,Não aplicável,Não aplicável,Não aplicável,Sim,Sim,Sim,Sim,Sim,-3.89451340981806,AM,open,Sim,Integrado ao sistema estadual de ensino,Beruri - AM,Não,Não,Não
Boa Vista do Ramos,Não,15325,municipio,-57.5877073464737,,130068,Não aplicável,Não aplicável,Não aplicável,Não aplicável,130068,Não aplicável,Não,publish,Não aplicável,Não aplicável,Sim,Não aplicável,Não aplicável,Não aplicável,Sim,Não,Sim,Sim,Não,-2.97172653158936,AM,open,Sim,Integrado ao sistema estadual de ensino,Boa Vista do Ramos - AM,Não,Não,Não
Boca do Acre,Sim,30906,municipio,-67.3995777566805,,130070,Não,Sim,Não,Não,130070,Sim,Sim,publish,Não,Não,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Não,-8.75124319609379,AM,open,Não,Próprio,Boca do Acre - AM,Sim,Sim,Não
Borba,Não,35448,municipio,-59.5945590194969,,130080,Sim,Sim,Não,Sim,130080,Sim,Sim,publish,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,-4.39061989147273,AM,open,Sim,Próprio,Borba - AM,Não,Sim,Sim
Caapiranga,Sim,11142,municipio,-61.2113341331817,,130083,Não,Sim,Não,Não,130083,Sim,Sim,publish,Não,Não,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Sim,-3.3300933919416,AM,open,Sim,Integrado ao sistema estadual de ensino,Caapiranga - AM,Não,Sim,Não
Canutama,Sim,13843,municipio,-64.3942308189288,,130090,Não aplicável,Não aplicável,Não aplicável,Não aplicável,130090,Não aplicável,Não,publish,Não aplicável,Não aplicável,Sim,Não aplicável,Não aplicável,Não aplicável,Sim,Não,Não,Não,Não,-6.52910607582614,AM,open,Não,Próprio,Canutama - AM,Não,Não,Não
Carauari,Não,25955,municipio,-66.8966352816837,,130100,Sim,Sim,Sim,Sim,130100,Sim,Sim,publish,Não,Não,Sim,Não,Não,Não,Sim,Não,Sim,Sim,Sim,-4.88166590420413,AM,open,Sim,Integrado ao sistema estadual de ensino,Carauari - AM,Sim,Não,Sim
Careiro,Sim,33132,municipio,-60.3638098437089,,130110,Sim,Sim,Sim,Sim,130110,Sim,Sim,publish,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,-3.82244727004599,AM,open,Sim,Integrado ao sistema estadual de ensino,Careiro - AM,Não,Sim,Sim
Careiro da Várzea,Não,24442,municipio,-59.8263140608339,,130115,Não aplicável,Não aplicável,Não aplicável,Não aplicável,130115,Não aplicável,Não,publish,Não aplicável,Não aplicável,Sim,Não aplicável,Não aplicável,Não aplicável,Sim,Não,Sim,Não,Não,-3.1973965948696,AM,open,Não,Próprio,Careiro da Várzea - AM,Sim,Sim,Sim
Coari,Sim,76646,municipio,-63.1421839840562,,130120,Não aplicável,Não aplicável,Não aplicável,Não aplicável,130120,Não aplicável,Não,publish,Não aplicável,Não aplicável,Sim,Não aplicável,Não aplicável,Não aplicável,Sim,Não,Sim,Não,Sim,-4.08421915877588,AM,open,Sim,Próprio,Coari - AM,Sim,Sim,Sim
Codajás,Não,23644,municipio,-62.0634296604883,,130130,Não aplicável,Não aplicável,Não aplicável,Não aplicável,130130,Não aplicável,Não,publish,Não aplicável,Não aplicável,Sim,Não aplicável,Não aplicável,Não aplicável,Sim,Sim,Sim,Não,Sim,-3.84304593273892,AM,open,Sim,Próprio,Codajás - AM,Não,Sim,Sim
Eirunepé,Não,31020,municipio,-69.8662902624416,,130140,Não aplicável,Não aplicável,Não aplicável,Não aplicável,130140,Não aplicável,Não,publish,Não aplicável,Não aplicável,Não,Não aplicável,Não aplicável,Não aplicável,Sim,Não,Não,Não,Sim,-6.66735256685182,AM,open,Não,Integrado ao sistema estadual de ensino,Eirunepé - AM,Não,Não,Sim
Envira,Não,16635,municipio,-70.0304125429825,,130150,Não aplicável,Não aplicável,Não aplicável,Não aplicável,130150,Não aplicável,Não,publish,Não aplicável,Não aplicável,Sim,Não aplicável,Não aplicável,Não aplicável,Sim,Não,Sim,Não,Não,-7.43981754396838,AM,open,Não,Próprio,Envira - AM,Não,Não,Não
Fonte Boa,Sim,23011,municipio,-66.0965029898347,,130160,Não aplicável,Não aplicável,Não aplicável,Não aplicável,130160,Não aplicável,Não,publish,Não aplicável,Não aplicável,Sim,Não aplicável,Não aplicável,Não aplicável,Sim,Sim,Sim,Não,Não,-2.51227068454779,AM,open,Sim,Próprio,Fonte Boa - AM,Não,Não,Sim
Guajará,Sim,14189,municipio,-72.5824305383396,,130165,Não aplicável,Não aplicável,Não aplicável,Não aplicável,130165,Não aplicável,Não,publish,Não aplicável,Não aplicável,Sim,Não aplicável,Não aplicável,Não aplicável,Sim,Não,Não,Não,Não,-7.5477744148336,AM,open,Não,Integrado ao sistema estadual de ensino,Guajará - AM,Não,Não,Sim
Humaitá,Não,45105,municipio,-63.0266980219283,,130170,Não aplicável,Não aplicável,Não aplicável,Não aplicável,130170,Não aplicável,Não,publish,Não aplicável,Não aplicável,Não,Não aplicável,Não aplicável,Não aplicável,Sim,Sim,Sim,Não,Sim,-7.51222495061139,AM,open,Não,Integrado ao sistema estadual de ensino,Humaitá - AM,Sim,Não,Não
Ipixuna,Não,22867,municipio,-71.6944180603084,,130180,Não aplicável,Não aplicável,Não aplicável,Não aplicável,130180,Não aplicável,Não,publish,Não aplicável,Não aplicável,Não,Não aplicável,Não aplicável,Não aplicável,Sim,Não,Sim,Não,Não,-7.05098011443721,AM,open,Não,Integrado ao sistema estadual de ensino,Ipixuna - AM,Não,Não,Sim
Iranduba,Sim,41374,municipio,-60.1933881661307,,130185,Não aplicável,Não aplicável,Não aplicável,Não aplicável,130185,Não aplicável,Não,publish,Não aplicável,Não aplicável,Sim,Não aplicável,Não aplicável,Não aplicável,Sim,Sim,Sim,Não,Sim,-3.2810538776069,AM,open,Sim,Próprio,Iranduba - AM,Não,Sim,Sim
Itacoatiara,Sim,87970,municipio,-58.4401754367571,,130190,Não aplicável,Não aplicável,Não aplicável,Não aplicável,130190,Não aplicável,Não,publish,Não aplicável,Não aplicável,Sim,Não aplicável,Não aplicável,Não aplicável,Sim,Sim,Sim,Não,Sim,-3.14037880391635,AM,open,Não,Próprio,Itacoatiara - AM,Não,Não,Não
Itamarati,Não,8010,municipio,-68.2479174359782,,130195,Não aplicável,Não aplicável,Não aplicável,Não aplicável,130195,Não aplicável,Não,publish,Não aplicável,Não aplicável,Sim,Não aplicável,Não aplicável,Não aplicável,Sim,Não,Sim,Não,Não,-6.43779934861918,AM,open,Sim,Integrado ao sistema estadual de ensino,Itamarati - AM,Não,Sim,Não
Itapiranga,Não,8281,municipio,-58.0345458839662,,130200,Não aplicável,Não aplicável,Não aplicável,Não aplicável,130200,Não aplicável,Não,publish,Não aplicável,Não aplicável,Não,Não aplicável,Não aplicável,Não aplicável,Sim,Não,Sim,Não,Não,-2.74184275232884,AM,open,Sim,Integrado ao sistema estadual de ensino,Itapiranga - AM,Não,Não,Sim
Japurá,Não,7388,municipio,-66.9969034946413,,130210,Não aplicável,Não aplicável,Não aplicável,Não aplicável,130210,Não aplicável,Não,publish,Não aplicável,Não aplicável,Sim,Não aplicável,Não aplicável,Não aplicável,Sim,Sim,Sim,Não,Não,-1.880844858703,AM,open,Sim,Próprio,Japurá - AM,Não,Não,Sim
Juruá,Sim,11126,municipio,-66.0630419255434,,130220,Sim,Sim,Não,Sim,130220,Sim,Sim,publish,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,-3.47488959889068,AM,open,Sim,Próprio,Juruá - AM,Sim,Sim,Sim
Jutaí,Não,18145,municipio,-66.7713275466878,,130230,Não aplicável,Não aplicável,Não aplicável,Não aplicável,130230,Não aplicável,Não,publish,Não aplicável,Não aplicável,Sim,Não aplicável,Não aplicável,Não aplicável,Sim,Sim,Sim,Não,Sim,-2.74464644685786,AM,open,Sim,Integrado ao sistema estadual de ensino,Jutaí - AM,Não,Sim,Sim
Lábrea,Não,38373,municipio,-64.79477302752,,130240,Não aplicável,Não aplicável,Não aplicável,Não aplicável,130240,Não aplicável,Não,publish,Não aplicável,Não aplicável,Sim,Não aplicável,Não aplicável,Não aplicável,Sim,Sim,Sim,Não,Sim,-7.26194655332705,AM,open,Sim,Próprio,Lábrea - AM,Não,Não,Sim
Manacapuru,Sim,86078,municipio,-60.6205894458706,,130250,Não aplicável,Não aplicável,Não aplicável,Não aplicável,130250,Não aplicável,Não,publish,Não aplicável,Não aplicável,Sim,Não aplicável,Não aplicável,Não aplicável,Sim,Sim,Sim,Não,Sim,-3.29827803546755,AM,open,Sim,Próprio,Manacapuru - AM,Não,Não,Sim
Manaquiri,Não,23576,municipio,-60.4588813063745,,130255,Não aplicável,Não aplicável,Não aplicável,Não aplicável,130255,Não aplicável,Não,publish,Não aplicável,Não aplicável,Sim,Não aplicável,Não aplicável,Não aplicável,Sim,Não,Sim,Não,Sim,-3.42907966935262,AM,open,Sim,Próprio,Manaquiri - AM,Sim,Sim,Sim
Manaus,Sim,1832424,municipio,-60.023335181061,,130260,Não aplicável,Não aplicável,Não aplicável,Não aplicável,130260,Não aplicável,Não,publish,Não aplicável,Não aplicável,Sim,Não aplicável,Não aplicável,Não aplicável,Não,Sim,Sim,Não,Sim,-3.13469149120195,AM,open,Sim,Próprio,Manaus - AM,Sim,Não,Sim
Manicoré,Sim,47707,municipio,-61.2992484088508,,130270,Sim,Sim,Não,Não,130270,Sim,Sim,publish,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,-5.81320526118813,AM,open,Sim,Integrado ao sistema estadual de ensino,Manicoré - AM,Sim,Sim,Sim
Maraã,Sim,17563,municipio,-65.5742837031641,,130280,Não aplicável,Não aplicável,Não aplicável,Não aplicável,130280,Não aplicável,Não,publish,Não aplicável,Não aplicável,Sim,Não aplicável,Não aplicável,Não aplicável,Sim,Sim,Sim,Não,Sim,-1.86643687730125,AM,open,Sim,Integrado ao sistema estadual de ensino,Maraã - AM,Não,Sim,Sim
Maués,Sim,53173,municipio,-57.7150343867525,,130290,Não aplicável,Não aplicável,Não aplicável,Não aplicável,130290,Não aplicável,Não,publish,Não aplicável,Não aplicável,Sim,Não aplicável,Não aplicável,Não aplicável,Sim,Sim,Sim,Não,Não,-3.38642792621106,AM,open,Sim,Próprio,Maués - AM,Não,Não,Não
Nhamundá,Sim,18503,municipio,-56.7167699133376,,130300,Sim,Sim,Não,Sim,130300,Sim,Sim,publish,Não,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Sim,-2.1889837668969,AM,open,Sim,Próprio,Nhamundá - AM,Não,Não,Sim
Nova Olinda do Norte,Não,31232,municipio,-59.0930740260433,,130310,Não aplicável,Não aplicável,Não aplicável,Não aplicável,130310,Não aplicável,Não,publish,Não aplicável,Não aplicável,Sim,Não aplicável,Não aplicável,Não aplicável,Sim,Sim,Sim,Não,Não,-3.88759283191138,AM,open,Sim,Próprio,Nova Olinda do Norte - AM,Sim,Não,Não
Novo Airão,Sim,15113,municipio,-60.948810707829,,130320,Sim,Sim,Não,Sim,130320,Sim,Sim,publish,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,-2.62343245902763,AM,open,Sim,Próprio,Novo Airão - AM,Sim,Sim,Não
Novo Aripuanã,Não,21784,municipio,-60.3770456690009,,130330,Não aplicável,Não aplicável,Não aplicável,Não aplicável,130330,Não aplicável,Não,publish,Não aplicável,Não aplicável,Sim,Não aplicável,Não aplicável,Não aplicável,Sim,Não,Sim,Não,Não,-5.12266931419617,AM,open,Sim,Integrado ao sistema estadual de ensino,Novo Aripuanã - AM,Sim,Sim,Sim
Parintins,Sim,102946,municipio,-56.7362921451951,,130340,Não aplicável,Não aplicável,Não aplicável,Não aplicável,130340,Não aplicável,Não,publish,Não aplicável,Não aplicável,Não,Não aplicável,Não aplicável,Não aplicável,Sim,Não,Sim,Não,Sim,-2.62705258583723,AM,open,Sim,Próprio,Parintins - AM,Sim,Não,Não
Pauini,Sim,18249,municipio,-67.0020974885282,,130350,Não aplicável,Não aplicável,Não aplicável,Não aplicável,130350,Não aplicável,Não,publish,Não aplicável,Não aplicável,Sim,Não aplicável,Não aplicável,Não aplicável,Sim,Não,Sim,Sim,Não,-7.71404364432219,AM,open,Não,Próprio,Pauini - AM,Não,Sim,Sim
Presidente Figueiredo,Não,27926,municipio,-60.0256468344675,,130353,Não aplicável,Não aplicável,Não aplicável,Não aplicável,130353,Não aplicável,Não,publish,Não aplicável,Não aplicável,Sim,Não aplicável,Não aplicável,Não aplicável,Sim,Sim,Sim,Sim,Sim,-2.058429085233,AM,open,Sim,Próprio,Presidente Figueiredo - AM,Não,Não,Sim
Rio Preto da Eva,Não,26344,municipio,-59.704738094199,,130356,Sim,Sim,Não,Sim,130356,Sim,Sim,publish,Não,Não,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Sim,-2.6933015416451,AM,open,Sim,Próprio,Rio Preto da Eva - AM,Não,Sim,Sim
Santa Isabel do Rio Negro,Não,18729,municipio,-65.020022639512,,130360,Não aplicável,Não aplicável,Não aplicável,Não aplicável,130360,Não aplicável,Não,publish,Não aplicável,Não aplicável,Sim,Não aplicável,Não aplicável,Não aplicável,Sim,Não,Sim,Não,Não,-0.416694831881864,AM,open,Sim,Próprio,Santa Isabel do Rio Negro - AM,Não,Sim,Sim
Santo Antônio do Içá,Sim,24689,municipio,-67.9464851438841,,130370,Não aplicável,Não aplicável,Não aplicável,Não aplicável,130370,Não aplicável,Não,publish,Não aplicável,Não aplicável,Sim,Não aplicável,Não aplicável,Não aplicável,Não,Sim,Sim,Não,Não,-3.10748630918151,AM,open,Sim,Próprio,Santo Antônio do Içá - AM,Sim,Sim,Sim
São Gabriel da Cachoeira,Não,38507,municipio,-67.0836428963463,,130380,Não aplicável,Não aplicável,Não aplicável,Não aplicável,130380,Não aplicável,Não,publish,Não aplicável,Não aplicável,Sim,Não aplicável,Não aplicável,Não aplicável,Sim,Não,Sim,Não,Não,-0.136462788116522,AM,open,Sim,Próprio,São Gabriel da Cachoeira - AM,Não,Sim,Sim
São Paulo de Olivença,Não,32060,municipio,-68.9448534881358,,130390,Não aplicável,Não aplicável,Não aplicável,Não aplicável,130390,Não aplicável,Não,publish,Não aplicável,Não aplicável,Não,Não aplicável,Não aplicável,Não aplicável,Sim,Sim,Sim,Não,Não,-3.46650962349132,AM,open,Sim,Integrado ao sistema estadual de ensino,São Paulo de Olivença - AM,Sim,Sim,Sim
São Sebastião do Uatumã,Não,10978,municipio,-57.8703463558346,,130395,Não aplicável,Não aplicável,Não aplicável,Não aplicável,130395,Não aplicável,Não,publish,Não aplicável,Não aplicável,Sim,Não aplicável,Não aplicável,Não aplicável,Sim,Não,Sim,Não,Não,-2.57015257967785,AM,open,Não,Integrado ao sistema estadual de ensino,São Sebastião do Uatumã - AM,Não,Não,Não
Silves,Sim,8495,municipio,-58.2148008608269,,130400,Não aplicável,Não aplicável,Não aplicável,Não aplicável,130400,Não aplicável,Não,publish,Não aplicável,Não aplicável,Sim,Não aplicável,Não aplicável,Não aplicável,Sim,Sim,Sim,Não,Sim,-2.83642742966584,AM,open,Não,Próprio,Silves - AM,Não,Não,Não
Tabatinga,Não,53374,municipio,-69.9462443752272,,130406,Sim,Sim,Sim,Não,130406,Sim,Sim,publish,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,-4.23188367564665,AM,open,Sim,Integrado ao sistema estadual de ensino,Tabatinga - AM,Não,Sim,Sim
Tapauá,Não,18010,municipio,-63.1870948671802,,130410,Não aplicável,Não aplicável,Não aplicável,Não aplicável,130410,Não aplicável,Não,publish,Não aplicável,Não aplicável,Sim,Não aplicável,Não aplicável,Não aplicável,Sim,Sim,Sim,Não,Não,-5.62422351778794,AM,open,Não,Integrado ao sistema estadual de ensino,Tapauá - AM,Sim,Sim,Sim
Tefé,Não,61223,municipio,-64.7084196633027,,130420,Sim,Sim,Não,Sim,130420,Sim,Sim,publish,Sim,Não,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Sim,-3.34837249394151,AM,open,Sim,Próprio,Tefé - AM,Sim,Sim,Sim
Tonantins,Sim,17200,municipio,-67.7764822806952,,130423,Não aplicável,Não aplicável,Não aplicável,Não aplicável,130423,Não aplicável,Não,publish,Não aplicável,Não aplicável,Sim,Não aplicável,Não aplicável,Não aplicável,Não,Sim,Sim,Não,Não,-2.86109124983543,AM,open,Não,Integrado ao sistema estadual de ensino,Tonantins - AM,Sim,Não,Não
Uarini,Sim,12017,municipio,-65.1553456401554,,130426,Não aplicável,Não aplicável,Não aplicável,Não aplicável,130426,Não aplicável,Não,publish,Não aplicável,Não aplicável,Não,Não aplicável,Não aplicável,Não aplicável,Sim,Não,Sim,Não,Sim,-2.9836092426921,AM,open,Sim,Integrado ao sistema estadual de ensino,Uarini - AM,Não,Sim,Sim
Urucará,Não,16996,municipio,-57.7598281745956,,130430,Não aplicável,Não aplicável,Não aplicável,Não aplicável,130430,Não aplicável,Não,publish,Não aplicável,Não aplicável,Não,Não aplicável,Não aplicável,Não aplicável,Sim,Não,Sim,Não,Sim,-2.53661167184038,AM,open,Sim,Integrado ao sistema estadual de ensino,Urucará - AM,Não,Sim,Sim
Urucurituba,Não,18265,municipio,-58.1596410413098,,130440,Não aplicável,Não aplicável,Não aplicável,Não aplicável,130440,Não aplicável,Não,publish,Não aplicável,Não aplicável,Sim,Não aplicável,Não aplicável,Não aplicável,Sim,Não,Sim,Não,Sim,-3.1346331156473,AM,open,Sim,Integrado ao sistema estadual de ensino,Urucurituba - AM,Sim,Não,Não
Amajari,Não,9637,municipio,-61.4205901726631,,140002,Não aplicável,Não aplicável,Não aplicável,Não aplicável,140002,Não aplicável,Não,publish,Não aplicável,Não aplicável,Sim,Não aplicável,Não aplicável,Não aplicável,Sim,Não,Sim,Não,Não,3.6521184454459,RR,open,Não,Integrado ao sistema estadual de ensino,Amajari - RR,Sim,Não,Não
Alto Alegre,Não,16337,municipio,-61.3140223901178,,140005,Não aplicável,Não aplicável,Não aplicável,Não aplicável,140005,Não aplicável,Não,publish,Não aplicável,Não aplicável,Sim,Não aplicável,Não aplicável,Não aplicável,Sim,Não,Sim,Não,Não,2.99382294765484,RR,open,Sim,Integrado ao sistema estadual de ensino,Alto Alegre - RR,Sim,Não,Sim
Boa Vista,Não,290741,municipio,-60.6705326729651,,140010,Não aplicável,Não aplicável,Não aplicável,Não aplicável,140010,Não aplicável,Não,publish,Não aplicável,Não aplicável,Sim,Não aplicável,Não aplicável,Não aplicável,Sim,Sim,Sim,Não,Sim,2.81668191910439,RR,open,Sim,Próprio,Boa Vista - RR,Não,Sim,Sim
Bonfim,Não,11068,municipio,-59.8780066289099,,140015,Não aplicável,Não aplicável,Não aplicável,Não aplicável,140015,Não aplicável,Não,publish,Não aplicável,Não aplicável,Não,Não aplicável,Não aplicável,Não aplicável,Sim,Sim,Não,Não,Não,3.35028861911032,RR,open,Sim,Integrado ao sistema estadual de ensino,Bonfim - RR,Não,Não,Não
Cantá,Não,14312,municipio,-60.6020628476112,,140017,Não aplicável,Não aplicável,Não aplicável,Não aplicável,140017,Não aplicável,Não,publish,Não aplicável,Não aplicável,Sim,Não aplicável,Não aplicável,Não aplicável,Sim,Não,Sim,Sim,Não,2.60766639841651,RR,open,Sim,Próprio,Cantá - RR,Não,Não,Não
